,id0,id1,points_0,points_1
0,C. Michigan,Ohio,27.0,20.0
0,Ball State,Toledo,19.0,37.0
0,E. Michigan,N. Illinois,24.0,31.0
0,Houston,Louisville,36.0,10.0
0,Arkansas State,Troy,35.0,3.0
0,Boise State,UNLV,42.0,25.0
0,Cincinnati,Memphis,7.0,34.0
0,Michigan State,Ohio State,16.0,17.0
0,Indiana,Michigan,10.0,20.0
0,Clemson,Wake Forest,35.0,13.0
0,Arizona State,Washington,18.0,44.0
0,Purdue,Wisconsin,20.0,49.0
0,Penn State,Rutgers,39.0,0.0
0,Oklahoma,West Virginia,56.0,28.0
0,Colorado,Washington State,38.0,24.0
0,Oklahoma State,TCU,31.0,6.0
0,Oregon,Utah,30.0,28.0
0,Southern Cal,UCLA,36.0,14.0
0,Florida,LSU,16.0,10.0
0,Florida State,Syracuse,45.0,14.0
0,Maryland,Nebraska,7.0,28.0
0,Missouri,Tennessee,37.0,63.0
0,Buffalo,W. Michigan,0.0,38.0
0,California,Stanford,31.0,45.0
0,Texas A&M,UTSA,23.0,10.0
0,Baylor,Kansas State,21.0,42.0
0,Georgia,La.-Lafayette,35.0,21.0
0,Rice,UTEP,44.0,24.0
0,Illinois,Iowa,0.0,28.0
0,Georgia Tech,Virginia,31.0,17.0
0,"Miami, FL",N.C. State,27.0,13.0
0,Boston College,Connecticut,30.0,0.0
0,Charlotte,MTSU,31.0,38.0
0,BYU,Massachusetts,51.0,9.0
0,Georgia Southern,Georgia State,26.0,30.0
0,Appalachian State,La.-Monroe,42.0,17.0
0,Duke,Pittsburgh,14.0,56.0
0,San Diego State,Wyoming,33.0,34.0
0,Notre Dame,Virginia Tech,31.0,34.0
0,Temple,Tulane,31.0,0.0
0,Iowa State,Texas Tech,66.0,10.0
0,Kansas  ,Texas,24.0,21.0
0,Minnesota,Northwestern,29.0,12.0
0,East Carolina,Navy,31.0,66.0
0,Nevada,Utah State,38.0,37.0
0,New Mexico State,Texas State,0.0,10.0
0,North Texas,Southern Miss,29.0,23.0
0,FAU,Old Dominion,24.0,42.0
0,FIU,Marshall,31.0,14.0
0,Fresno State,Hawaii,13.0,14.0
0,Arkansas,Mississippi State,58.0,42.0
0,SMU,South Florida,27.0,35.0
0,Mississippi,Vanderbilt,17.0,38.0
0,Tulsa,UCF,35.0,20.0
0,Colorado State,New Mexico,49.0,31.0
0,Arizona,Oregon State,17.0,42.0
0,Air Force,San Jose State,41.0,28.0
0,Akron,Ohio  ,3.0,9.0
0,Ball State,"Miami, OH",20.0,21.0
0,C. Michigan,E. Michigan,21.0,26.0
0,LSU,Texas A&M,54.0,39.0
0,Washington,Washington State,45.0,17.0
0,Iowa,Nebraska,40.0,10.0
0,Air Force,Boise State,27.0,20.0
0,Houston,Memphis,44.0,48.0
0,Toledo,W. Michigan,24.0,55.0
0,Kent State,N. Illinois,21.0,31.0
